# This file is automatically generated by combine_files.py.
C57NO3  179.13
C57OH   134.13
C58AOOH 150.13
C58ANO3 179.13
C4M2ALOHO2 147.11
INDHPCHO 195.13
INB1NACHO 224.13
INB1NBCHO 224.13
INDHCHO 179.13
IEPOXC  118.13
GAOO    76.05
NC3OO   135.08
INCO2   196.14
C537OOH 182.13
DHPMPAL 136.10
C5PACALD2 130.10
GLYOO   74.04
C4MDIAL 98.10
HPC52O2 165.12
HMAC    86.09
HC4CCO3 131.11
C57AO2  149.12
IEC2OOH 148.11
C519CO2H 146.14
C519CO3H 162.14
C519O2  133.12
C519PAN 207.14
C629OOH 162.14
HO1CO34C5 116.12
C629OH  146.14
C625O2  163.15
CH3COCO3 103.05
C734OOH 192.17
C734CO  174.15
C734OH  176.17
C516OOH 164.11
C44OOH  134.09
HC23C4CO3H 162.10
H1C23C4PAN 207.10
H1C23C4OOH 134.09
CO1M22CO2H 116.12
CO1M22CO3H 132.11
IBUTALCO2 103.10
CO1M22PAN 177.11
CO2N3CO3H 179.09
CO2N3PAN 224.08
C4M2ALOHNO3 177.11
C57NO3CO3 210.12
C47CHO  177.11
C4MALOHOOH 148.11
C4M2AL2OH 132.11
INDHPCO3 226.12
INB1NACO3 255.12
INB1NBCO3 255.12
INDHCO3 210.12
IECCHO  116.12
C527OOH 166.13
C527NO3 195.13
HC4ACO3 131.11
ACLOO   90.08
C58O2   149.12
C531O2  145.09
M3FOO   130.10
INCOOH  197.14
INCNO3  226.14
INCCO   179.13
INCOH   181.14
C4CO2OOH 118.09
C3MDIALOOH 118.09
C535O2  179.10
MC3CODBCO3 129.09
C3MCODBCO3 129.09
PXYFUONE 98.10
HPC52OOH 166.13
HC4CCO2H 116.12
HC4CCO3H 132.11
C5PAN19 177.11
C5PACALD1 130.10
C57AOOH 150.13
C519OOH 134.13
HOC2H4CHO 74.08
HO13CO4C5 118.13
C625OOH 164.16
C625OH  148.16
H1CO23CHO 116.07
IECCO3  147.11
HC4ACO2H 116.12
HC4ACO3H 132.11
C5PAN17 177.11
C58OOH  150.13
C58NO3  179.13
C58OH   134.13
INCNCHO 224.13
INCGLYOX 177.11
C3MDIALO2 117.08
C535OOH 180.11
MMALANHY 112.08
C3MCODBPAN 175.10
