# Name       Type group ID   MW      Precursor  coll_fac        mole_diam     surf_tens accomod  mass_dens non-volatile    partitioning  smiles                                         psat_torr     dHvap    Henry    Tref
POPhKKA      4    3          194.   OPhKKA      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1(O)ccccc1C(=O)C(=O)C(=O)(O)                  0.420E-07     128.8       0.    298.
PVOPhKKA     4    3          239.   VOPhKKA     687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1(O)c(N(=O)=O)cccc1C(=O)C(=O)C(=O)(O)         0.979E-10     157.1       0.    298.
PPhKAnhy     4    3          176.   PhKAnhy     687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(=O)C(=O)OC2=O                       0.625E-06     112.4       0.    298.
PNaONort     4    3          207.   NaONort     687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C=CC(ON(=O)=O)C2(O)                   0.229E-04     100.3       0.    298.
PNaOHort     4    3          178.   NaOHort     687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C=CC(OO)C2(O)                         0.221E-05     111.0       0.    298.
PNaOOort     4    3          162.   NaOOort     687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C=CC(O)C2(O)                          0.371E-04      98.6       0.    298.
PNaOKort     4    3          160.   NaOKort     687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C=CC(O)C2=O                           0.607E-03      83.4       0.    298.
PNaOPEN      4    3          160.   NaOPEN      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C=CC=O                              0.271E-03      86.5       0.    298.
PNaONEpox    4    3          223.   NaONEpox    687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(ON(=O)=O)C3OC3C2(O)                 0.246E-04      99.8       0.    298.
PNaOHEpox    4    3          194.   NaOHEpox    687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(OO)C3OC3C2(O)                       0.283E-05     110.5       0.    298.
PNaOOEpox    4    3          178.   NaOOEpox    687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(O)C3OC3C2(O)                        0.470E-04      98.2       0.    298.
PNaOKEpox    4    3          176.   NaOKEpox    687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(=O)C3OC3C2(O)                       0.343E-03      87.2       0.    298.
