#Name	Type	group ID	MW	Precursor	coll_fac	mole_diam	surf_tens	accomod	mass_dens	non-volatile	partitioning	smiles	psat_torr	dHvap	Henry	Tref	irr_name	 kirreversible
PC3M3CHOOOH	4	2	118.13	C3M3CHOOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.70E-02	6.59E+01	0.	0.	--	0.
PC3M3CHONO3	4	2	147.13	C3M3CHONO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.12E-01	5.74E+01	0.	0.	--	0.
PH2M2C3CHO	4	2	102.13	H2M2C3CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.81E-01	5.94E+01	0.	0.	--	0.
PC1212OOH	4	2	260.28	C1212OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.76E-13	1.48E+02	0.	0.	--	0.
PC1212NO3	4	2	305.28	C1212NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.71E-09	1.19E+02	0.	0.	--	0.
PC1212OH	4	2	244.28	C1212OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.21E-12	1.40E+02	0.	0.	--	0.
PC513CO	4	2	130.10	C513CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.18E-03	8.00E+01	0.	0.	--	0.
PC827OOH	4	2	174.19	C827OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.53E-05	8.97E+01	0.	0.	--	0.
PC827OH	4	2	158.19	C827OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.23E-04	8.25E+01	0.	0.	--	0.
PCHOC2CO2H	4	2	102.09	CHOC2CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.45E-02	6.62E+01	0.	0.	--	0.
PC1310OOH	4	2	274.31	C1310OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.12E-13	1.55E+02	0.	0.	--	0.
PC1310NO3	4	2	303.31	C1310NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.12E-13	1.48E+02	0.	0.	--	0.
PC1310OH	4	2	258.31	C1310OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.50E-12	1.47E+02	0.	0.	--	0.
PCHOC2CO3H	4	2	118.09	CHOC2CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.66E-01	6.16E+01	0.	0.	--	0.
PCHOC2PAN	4	2	163.09	CHOC2PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.65E-01	5.83E+01	0.	0.	--	0.
PCO123C5CHO	4	2	142.11	CO123C5CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.08E-02	7.04E+01	0.	0.	--	0.
PC1213CO	4	2	258.27	C1213CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.31E-12	1.44E+02	0.	0.	--	0.
PC521OOH	4	2	148.11	C521OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.25E-06	9.84E+01	0.	0.	--	0.
PC521OH	4	2	132.11	C521OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.06E-05	9.15E+01	0.	0.	--	0.
PH2M2C3CO3H	4	2	134.13	H2M2C3CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.31E-03	7.52E+01	0.	0.	--	0.
PC5PAN11	4	2	179.13	C5PAN11	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.74E-03	7.41E+01	0.	0.	--	0.
PC135OOH	4	2	302.28	C135OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.89E-15	1.66E+02	0.	0.	--	0.
PCOO2C4CO3H	4	2	148.11	COO2C4CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.08E-02	6.73E+01	0.	0.	--	0.
PCOO2C4PAN	4	2	193.11	COO2C4PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.07E-02	6.31E+01	0.	0.	--	0.
PCOO2C4OOH	4	2	120.10	COO2C4OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.28E-01	6.43E+01	0.	0.	--	0.
PCHOC2H4OOH	4	2	90.08	CHOC2H4OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.11E-01	5.92E+01	0.	0.	--	0.
PC929OOH	4	2	204.22	C929OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.70E-08	1.14E+02	0.	0.	--	0.
PC929CO	4	2	186.21	C929CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.31E-06	9.70E+01	0.	0.	--	0.
PC929OH	4	2	188.22	C929OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.58E-07	1.07E+02	0.	0.	--	0.
PC6145COOOH	4	2	160.12	C6145COOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.86E-05	9.18E+01	0.	0.	--	0.
PMPRBNO3OOH	4	2	151.12	MPRBNO3OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	9.69E-03	7.29E+01	0.	0.	--	0.
PIBUTOLBNO3	4	2	135.12	IBUTOLBNO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.66E-02	6.60E+01	0.	0.	--	0.
PMPRBNO3CHO	4	2	133.10	MPRBNO3CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.33E+00	5.27E+01	0.	0.	--	0.
PTBUTOLOOH	4	2	106.12	TBUTOLOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.42E-02	7.31E+01	0.	0.	--	0.
PTBUTOLNO3	4	2	135.12	TBUTOLNO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.66E-02	6.60E+01	0.	0.	--	0.
PIBUTALOH	4	2	88.11	IBUTALOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.49E+00	5.55E+01	0.	0.	--	0.
PIBUTOLOHB	4	2	90.12	IBUTOLOHB	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.99E-02	6.71E+01	0.	0.	--	0.
PC1213OOH	4	2	276.28	C1213OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.04E-14	1.62E+02	0.	0.	--	0.
PC1213NO3	4	2	305.28	C1213NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.04E-14	1.55E+02	0.	0.	--	0.
PC1213OH	4	2	260.28	C1213OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.45E-13	1.54E+02	0.	0.	--	0.
PCOO2C3CHO	4	2	102.09	COO2C3CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.34E+01	4.36E+01	0.	0.	--	0.
PC828CHO	4	2	184.19	C828CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.36E-04	8.34E+01	0.	0.	--	0.
PHM22CO2H	4	2	118.13	HM22CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.58E-03	7.99E+01	0.	0.	--	0.
PHM22CO3H	4	2	134.13	HM22CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.31E-03	7.52E+01	0.	0.	--	0.
PC5PAN15	4	2	179.13	C5PAN15	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.74E-03	7.41E+01	0.	0.	--	0.
PC6TONOHOOH	4	2	176.12	C6TONOHOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	9.09E-08	1.12E+02	0.	0.	--	0.
PMPRNO3CO2H	4	2	149.10	MPRNO3CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.93E-03	7.54E+01	0.	0.	--	0.
PMPRNO3CO3H	4	2	165.10	MPRNO3CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.34E-02	7.14E+01	0.	0.	--	0.
PMPRBNO3PAN	4	2	210.10	MPRBNO3PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.67E-02	6.95E+01	0.	0.	--	0.
PIPRHOCO2H	4	2	104.10	IPRHOCO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.33E-03	7.59E+01	0.	0.	--	0.
PIPRHOCO3H	4	2	120.10	IPRHOCO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.19E-02	7.09E+01	0.	0.	--	0.
PC4PAN5	4	2	165.10	C4PAN5	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.47E-02	6.93E+01	0.	0.	--	0.
PCOO2C3CO3H	4	2	134.09	COO2C3CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.75E-01	6.28E+01	0.	0.	--	0.
PCOO2C3PAN	4	2	179.08	COO2C3PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.73E-01	5.84E+01	0.	0.	--	0.
PMOCOCH2OOH	4	2	106.08	MOCOCH2OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.21E-01	6.01E+01	0.	0.	--	0.
PMOXCOCH2OH	4	2	90.08	MOXCOCH2OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.48E+00	5.38E+01	0.	0.	--	0.
PMOXYCOCHO	4	2	88.06	MOXYCOCHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.73E+01	3.91E+01	0.	0.	--	0.
PIBUTOLBO2H	4	2	106.12	IBUTOLBO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.42E-02	7.31E+01	0.	0.	--	0.
PC828CO3H	4	2	216.19	C828CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.02E-06	1.03E+02	0.	0.	--	0.
PC828PAN	4	2	261.19	C828PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.38E-06	9.81E+01	0.	0.	--	0.
PC828OOH	4	2	188.18	C828OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.07E-06	9.93E+01	0.	0.	--	0.
PCO24C4CHO	4	2	114.10	CO24C4CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.60E-01	5.65E+01	0.	0.	--	0.
PALCOMOXOOH	4	2	120.06	ALCOMOXOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.16E-02	6.91E+01	0.	0.	--	0.
PH2O	9	0	18.0	--	1.000D10	1.000D10	0.d0	1.0	1.00D-06	0	BOTH	-	0.	0.	0.	0.	--	0.
